Casing Pressure (psi),Tubing Pressure (psi),Pump Fillage (%),Percent Run (%),Peak Load (lbs),Minimum Load (lbs),Fluid Load (lbs),time (hours)
6262.81534978703,5382.988000107613,36.63840852102244,100.0,5002.3682277419,9670.76420526508,6438.1339826172625,0
5682.962026580835,4760.814903606144,63.1902710451802,100.0,1707.712408749984,9599.170802147048,5853.15819624247,1
4741.104869472139,4340.581690288453,51.29202398961869,100.0,1203.9983765803906,12039.026627463947,5501.248180535423,2
4746.768901996697,4104.403139796089,54.914922496938274,100.0,15715.42637584879,3351.584939392201,4925.16919185954,3
5605.787909584603,4021.399917040636,48.609585048418936,100.0,16072.828908037396,5930.671265004826,4380.425902418827,4
4950.259739037892,3801.9558226462104,58.491109121795745,100.0,10057.807953251082,7848.863613631711,4021.736043152529,5
4190.239262019574,3135.5704299031554,76.12916109798587,100.0,7866.870568113655,8805.838137014814,3654.1651727003737,6
3519.420913300123,2826.062896715902,80.21618037548009,100.0,8032.818914016557,7493.639007047398,3395.8545490585043,7
2783.008618700215,2287.118991146862,77.49545221077875,100.0,3656.5882654303473,9056.463486529175,2999.749014508737,8
3418.0339764867535,2157.745728459929,79.8729793553463,100.0,18461.73402805947,2255.5688640834906,2588.34886066111,9
3019.2094555386675,1918.6017859223011,79.6344850140831,100.0,12285.40748763938,5671.519516150389,2362.7404894687907,10
2032.3903115751968,1615.1059146702646,92.98302088000355,100.0,18992.47349299022,2078.03755500585,2160.108165940138,11
2169.574607518438,1797.7677613811074,61.721813032473946,100.0,5140.4968723097545,10568.141674966866,1961.4301052486308,12
2348.8272224508546,1789.6391348722918,100.0,100.0,10189.225349473614,8389.29511728361,1891.9166342646386,13
1688.796422145585,1324.9533999158375,100.0,100.0,9720.988022236259,8149.397501899357,1856.9053266617166,14
2371.5487352397276,1423.1145196561038,65.03927314800009,100.0,16650.72736208048,4917.557552996847,1745.7863122123663,15
2775.7710479224415,1048.1922590512795,84.94430386933384,100.0,5163.323072572734,9107.893260097197,1862.8553119629996,16
2130.976204861695,793.6390792936563,87.54624333387667,100.0,8521.975840277202,9022.725680569292,1845.264497384881,17
2516.1573035500733,849.0384218670288,91.77250157134803,100.0,19049.31912225655,3329.8996003430307,2043.5592818079504,18
2328.9216829677416,729.4419828934015,93.32184293302754,100.0,15776.06381529151,3967.438216833413,2268.226276753133,19
2170.1724793971825,940.6843988690262,84.52430903031097,100.0,771.5145795837165,10373.391930651183,2307.6491585947015,20
2042.6808383945436,1064.2369480510488,98.23213452772538,100.0,17697.719817563335,5105.935749170592,2431.772779217529,21
1850.8932930522433,836.647838866289,100.0,100.0,10484.29102267657,6189.434224362332,2643.862949859734,22
2038.5218064182645,529.5433694603043,65.50475504222555,100.0,11585.77273469579,6883.350273978777,2910.7506603691236,23
969.5896224304324,167.4617762548096,100.0,100.0,16303.684032339566,4505.722873448977,3024.6098479533366,24
1254.144495121619,453.02783392516903,79.62211329748271,100.0,1162.7646630123456,10841.35798184806,3187.645313106383,25
1840.458799334042,449.7403448298983,100.0,100.0,18603.99453144761,4498.362170706207,3438.4845063961593,26
1301.5797788164828,472.66097482675286,97.36381539465327,100.0,9733.737798697464,7598.286456628457,3637.4799445592507,27
748.4190354250895,384.37351217520336,100.0,100.0,7387.502872659954,7304.327119905571,3852.2968738696463,28
2182.2044017757976,525.8622843289977,88.27252422608998,100.0,3640.729883902032,10505.415502245665,4081.121969048761,29
1593.6007353796695,315.3057896914006,78.16816405184801,100.0,184.40273134090248,11828.450233843712,4432.860042111166,30
1184.9066290319952,150.50197880066753,74.36555496619164,100.0,8093.588118535702,8392.269839566789,4721.624393469648,31
1828.3243597456722,449.75194295936853,73.2580902503736,100.0,44.20823485364655,12487.994186330909,5189.699497868875,32
2588.830940668439,799.0094715688156,56.75236675148021,100.0,9425.009301497448,8203.738562468063,5451.545517667464,33
2170.5585164453755,1310.2324284789756,76.59819514244747,100.0,4921.935713748602,9973.150709606212,5835.953580487578,34
2924.6301126816347,1205.686998525749,86.67007177763152,100.0,14020.864308186417,5432.787730774335,6256.482383444415,35
3074.0722093824475,1444.7743973840143,90.74651339145376,100.0,5859.597012446292,9699.164634091054,6578.580646264875,36
2418.268644404344,1829.4782725543128,66.52561173630347,100.0,16499.047044217856,5636.112573791205,7067.068967282872,37
2222.162102001962,1809.8138292493559,64.22495545293265,100.0,2348.9649024619744,9984.468929414565,7451.952582606416,38
3711.8795976552756,2057.4903134679216,78.88635628543014,100.0,3000.0352618004313,9208.383274623528,7832.107130386645,39
4133.454229839193,2510.1303422881197,38.25845797446337,100.0,13518.124842728663,4234.208569304782,8151.2157034593965,40
3548.440144099308,3266.54143784667,48.39515408461359,100.0,10799.303613443353,6984.765480794603,8562.692002448886,41
4474.814563340096,3510.2886669983054,33.53659953681026,100.0,1289.1735791138203,10551.169367127433,8865.219851246411,42
4960.685452183407,3489.754127341211,70.94821007859262,100.0,6831.13427331549,9063.315882920666,9186.775637407289,43
4648.806440370585,4299.671028870258,60.394470774359036,100.0,10732.644479092778,6320.0578918628025,9280.685663175967,44
6085.519363070478,4660.698942787521,40.46025239385045,100.0,2895.6960245403043,11486.286092363844,9321.983751794,45
5275.549316448091,5101.7489675143615,41.30224910209108,100.0,9834.068424592631,7705.375190226671,9362.911124764276,46
5958.159156678328,5391.005839698145,53.166435899568256,100.0,5850.6702173007425,8003.460640979257,9362.254458872212,47
6373.990084860419,5673.436880497736,25.947875912187534,100.0,15910.508455375644,5737.910104707138,9470.370152691616,48
5939.206653279438,4917.840071962626,20.055770448732083,100.0,11552.456145427048,7065.48894759427,9636.180050529782,49
5174.85849471267,4672.082652973715,49.87237813416108,100.0,5684.944974794572,8795.919310607143,9699.539976138232,50
6092.119986285042,5065.066604084681,49.88895729306863,100.0,9560.616673199245,6010.888331800141,9652.73492469791,51
5413.89566042711,5329.915074196465,43.389695599745934,100.0,6182.598366126883,8665.176125346852,9751.687231229424,52
5626.341546657621,5554.580424918953,39.068121680744525,100.0,12435.703775188076,5022.9725384355215,9875.096525999395,53
5764.182242421341,5679.228545728138,48.10124513002673,100.0,15092.003591891382,6032.0118235845675,9962.072017615743,54
5109.706215747471,4612.807311270117,31.87430894945357,100.0,8597.910634283257,7102.28395463653,10061.389957294004,55
6067.783303562971,4616.868687983866,26.586125620121578,100.0,18960.77530692244,4321.7385132994905,10188.58647305444,56
4578.796921235928,3977.3445353406146,73.71882504366847,100.0,10152.664898576628,6960.084145590345,10154.860194655588,57
4704.5352825729715,4175.945574705398,39.172970905629825,100.0,12109.185194111731,5862.070446340969,10032.871906753626,58
4480.413111832128,4100.691988815582,55.56672480884755,100.0,7057.465669453569,8711.756026390138,10129.636618471875,59
4424.325587571261,3855.99610582359,52.282061375952416,100.0,5675.76603634274,7941.267279291675,10252.25103474492,60
5277.8001135071445,4430.63308542939,32.61937738002776,100.0,12316.07444919389,6211.869276066768,10266.57095851057,61
5710.346703594864,4449.928623415402,28.40187723100118,100.0,17315.46888880027,4799.417558543381,10321.540908767336,62
5037.0350589276695,3795.636049892698,29.19838987104313,100.0,11456.652691890202,6972.27169152685,10274.824123794704,63
6509.6212886080875,5056.884342860268,24.31118630944867,100.0,17216.807018087453,4067.961883492111,10313.300708335279,64
5003.191539218853,4575.990165922885,51.29172506371726,100.0,9404.133263009237,6486.604225253715,10352.625860809618,65
4619.580006692846,4356.720188301047,66.57558412952302,100.0,17219.094150903726,4252.102477153683,10297.695881311143,66
5459.2490940682155,5202.041336649049,47.51876423293408,100.0,9800.076135118516,6350.884619838014,10097.14866805505,67
6439.2081330260135,5200.2453051615275,38.33755455248125,100.0,15609.762300969685,5800.183398435399,10093.49021800359,68
6222.849519398882,5934.3811001264785,35.67969592851598,100.0,15218.702971008055,3845.868362478073,9997.459930029016,69
6626.814544834556,5834.045084312727,29.01560470221885,100.0,13641.989482691892,5862.843323715274,9937.762659091997,70
6735.737707429817,5582.331725908719,38.29775904422501,100.0,8238.762505363713,6809.920373981953,9719.169024512199,71
6480.771069984038,5348.4080571650775,46.47191304343623,100.0,12800.716136676327,6087.983302041089,9752.59077917493,72
5238.042815948691,4958.653485513769,28.02961598411069,100.0,13008.76400356701,5236.2115256873485,9654.081003456098,73
7358.382330819253,5885.331102757684,16.884730629742908,100.0,5569.714485742421,7741.097380638706,9594.243844392111,74
6520.712106775755,5499.430424418292,17.14792990536482,100.0,1983.1421332290988,9554.156617460372,9597.416287600972,75
6260.98631023909,5394.430328090079,36.588022594118925,100.0,18971.97777448787,2805.594003344858,9583.800657833883,76
6354.433725105116,4821.121650091441,37.071343316371696,100.0,11333.116676875057,6003.41840073125,9551.658483453122,77
5731.393343063701,4842.748233596905,27.660925615492587,100.0,11222.34683426227,5454.534278769904,9532.132884888382,78
5644.275277340729,4556.8498630383865,40.26878260597094,100.0,19583.321115946746,4335.222237050794,9576.388717126483,79
4354.846649374821,4091.4263721092802,75.75428103367611,100.0,5392.120200220885,8257.962321209576,9419.176936527152,80
5091.467359777302,4390.461549308073,50.28645918275192,100.0,864.0016133857564,10795.390751920611,9332.228872111207,81
6127.845270041115,4640.440784799486,37.865552349234655,100.0,5951.447863298323,9332.047187130402,9334.032485298165,82
5980.943700283373,5466.869434952311,42.17654992833035,100.0,15094.121290003304,4111.170444561242,9345.906396161603,83
5305.958395167707,5022.042765130756,41.61184736873767,100.0,13311.729203278128,6686.508977532382,9444.90137889957,84
5993.592649165118,5690.77583919156,36.5840840649263,100.0,13446.587193309728,6668.911252018306,9455.953051960496,85
6214.209512141828,6163.28561877394,45.43783630114093,100.0,5473.830678000633,9586.894328586102,9564.128232501835,86
6198.515459186201,5595.6706223435995,51.48768430063877,100.0,8572.422596018103,9068.59898651128,9463.163998585762,87
6639.22922200798,5733.628156031831,28.814456333647644,100.0,17983.30458146707,2560.2469699675876,9477.355872096072,88
6356.669724290889,5935.20861570049,23.995956637495127,100.0,2845.9052174526423,11550.763892538154,9516.877643682092,89
7060.149591993661,6888.757179434334,7.877673195122275,100.0,11251.765026645659,7954.943338893845,9568.662406336492,90
7321.537483880987,6182.690640842587,42.70857390095228,100.0,5904.798507876876,9007.15149480536,9529.264049839605,91
7073.744332175442,5669.1484281011035,39.31364654979378,100.0,2968.5392333804784,11233.991105430707,9400.655566990157,92
7316.437805059146,7064.560239243096,0.14402188582318054,100.0,17735.340649878537,2942.1468383390134,9306.729050439637,93
7206.7449845422725,6722.925488683164,4.385875404072955,100.0,6939.138073888825,7178.773014991653,9275.342374480773,94
0.0,0.0,0.0,0.0,0.0,0.0,0.0,95
0.0,0.0,0.0,0.0,0.0,0.0,0.0,96
0.0,0.0,0.0,0.0,0.0,0.0,0.0,97
0.0,0.0,0.0,0.0,0.0,0.0,0.0,98
0.0,0.0,0.0,0.0,0.0,0.0,0.0,99
0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
0.0,0.0,0.0,0.0,0.0,0.0,0.0,101
0.0,0.0,0.0,0.0,0.0,0.0,0.0,102
0.0,0.0,0.0,0.0,0.0,0.0,0.0,103
0.0,0.0,0.0,0.0,0.0,0.0,0.0,104
0.0,0.0,0.0,0.0,0.0,0.0,0.0,105
0.0,0.0,0.0,0.0,0.0,0.0,0.0,106
0.0,0.0,0.0,0.0,0.0,0.0,0.0,107
